물질명,유형,원소수,평균원자질량,평균가전자수,밀도,열전도도,전자비열계수,Tc
PtZnHf4,화합물,3,135.66,4.2,12.2,20.19,13.42,11.47
Cs4Nb,합금,2,154.93,2.1,10.27,129.71,12.66,0.0
Rb4IrNdIn2N3,고온,5,111.24,3.8,3.92,3.14,8.23,110.02
Ba3Yb3,화합물,2,142.74,2.9,10.51,44.29,1.86,5.33
CoCu3,화합물,2,130.65,4.7,8.14,13.32,5.98,10.88
F3S4InGe2,화합물,4,54.87,3.2,13.83,46.77,12.16,5.47
Gd3Dy,합금,2,31.09,2.1,4.48,46.85,4.2,1.8
CsMnTbPt2,화합물,4,99.18,4.5,3.56,24.36,9.1,23.16
La3S2TmTa2Al,고온,5,71.56,6.0,4.53,8.37,2.64,54.97
NaNi3Rb2PtCu,고온,5,99.89,4.4,6.43,9.22,0.57,97.91
CdTlP2,화합물,3,146.12,2.6,6.67,14.05,9.7,4.86
Tb4BiDy2UKTe4,고온,6,37.1,2.1,3.75,8.84,11.52,161.05
B3As,화합물,2,158.09,5.6,11.26,46.13,7.28,18.7
MoCe,합금,2,57.02,3.1,7.9,9.56,14.91,7.02
Er3Sr2,수소화물,2,4.31,5.6,6.35,51.35,0.16,195.92
CrCeTa,화합물,3,17.01,4.5,10.45,8.44,14.48,16.92
NbSeTh,화합물,3,35.34,3.8,13.13,6.01,6.19,12.08
SeCd3,수소화물,2,43.99,3.0,7.69,10.47,4.78,154.61
MnRe,합금,2,144.89,3.5,8.95,115.27,11.91,13.95
C2FMo2Cs2Er2Os,고온,6,99.53,2.5,8.82,12.02,8.0,101.02
Pb3FTmGe2La,고온,5,85.96,4.3,8.7,5.08,2.6,114.65
Li3Ga4,화합물,2,116.22,4.1,7.97,35.82,5.78,7.05
V,원소,1,77.43,2.0,10.04,332.63,4.2,0.16
O2Pt2Rb2,화합물,3,116.41,3.4,2.92,32.57,3.79,4.54
SnSTh2,합금,3,25.65,5.6,8.07,9.49,9.77,2.62
BEuAl,화합물,3,38.03,5.5,8.21,24.89,1.69,11.63
RhRbTh4BiS,고온,5,30.76,3.3,7.23,9.78,6.28,84.49
Zn2NbIn2Ho3,화합물,4,30.38,5.6,10.3,5.22,9.9,5.53
Sr2FFe,화합물,3,158.81,2.4,9.42,32.34,11.66,9.46
Fe2V4Th4,화합물,3,142.17,3.8,3.24,15.36,6.73,13.79
Ba3GaYbHo,화합물,4,45.38,3.5,10.8,41.51,14.27,9.19
YCaScZr2,고온,4,129.97,2.1,6.72,10.25,5.35,88.03
Gd4CuCo3,화합물,3,152.8,2.9,1.96,36.5,11.99,3.13
Tm2Hg4CsTl2,고온,4,53.82,2.2,4.78,5.24,4.05,95.33
PbSc3Sn,화합물,3,65.85,1.5,10.31,20.33,14.67,2.69
As3Sn3,화합물,2,103.17,4.3,13.84,5.07,5.09,15.27
Pt4RbAg3,화합물,3,118.28,2.6,9.06,32.08,1.22,17.12
PtBi4Sc,화합물,3,29.22,3.7,13.62,16.76,13.16,17.35
HoTb,화합물,2,86.66,2.8,7.82,27.79,1.29,6.28
Tb2Sb2Ge3,합금,3,129.31,1.7,14.72,14.14,6.58,3.64
MgTm2Be2Al2Nb3,고온,5,32.63,5.8,4.24,3.08,13.47,161.21
NbLu3Rb2Si3,화합물,4,41.62,5.7,11.53,43.78,14.16,13.9
Os2TmK2CsN,고온,5,115.24,3.5,7.32,2.92,12.04,158.98
Te3,원소,1,124.29,5.0,21.65,147.87,4.79,4.02
Pt4Er3,화합물,2,158.87,1.7,8.48,33.92,0.53,1.59
Lu2,원소,1,78.13,2.0,11.32,334.83,2.52,0.89
Mg2Tl2,합금,2,83.64,1.9,9.96,109.29,14.08,0.0
Ta4Zn2S2Ce,고온,4,109.45,3.1,6.73,12.58,0.62,48.86
Lu3,원소,1,117.39,5.0,8.83,15.82,7.49,6.15
Na2SeV2Y,화합물,4,121.65,1.5,9.85,12.01,13.75,5.92
YbSb2P,합금,3,95.02,3.6,9.75,87.71,2.63,5.17
SbEu2F2,화합물,3,139.41,4.8,9.24,9.33,14.38,23.13
Co4Ti3AuTe2Sr,고온,5,76.24,2.0,3.37,3.04,9.48,74.62
AgAs3Ce2Ta2,화합물,4,82.31,5.8,13.43,20.43,11.5,11.04
Sb3CdSeOs4,고온,4,44.2,3.5,4.93,6.27,6.82,104.33
EuCe,화합물,2,93.39,4.0,5.96,47.86,6.32,8.13
RuAu3Ir3RbPtCd2,고온,6,108.64,3.4,5.14,7.49,3.89,158.74
Cr3Bi2S3Ag2,화합물,4,19.82,4.9,8.68,46.92,7.97,6.57
Tb2Cu2,화합물,2,146.63,6.0,2.08,2.51,3.96,2.11
NdV,화합물,2,120.33,4.2,10.74,40.46,5.91,20.06
BCScRe3Cr2Mn,고온,6,92.58,5.2,4.86,1.17,4.19,149.21
TaDy,화합물,2,142.16,5.5,2.01,33.82,3.11,10.39
RuC2ScZr,화합물,4,44.54,3.7,13.39,30.09,7.15,9.84
As2Sb,화합물,2,94.47,3.6,12.41,42.81,2.3,9.26
As3PCd2,합금,3,41.49,5.8,5.92,59.86,4.55,7.81
GeSn,화합물,2,27.7,2.2,7.23,16.94,14.69,12.98
Al2AgB3Sc4,화합물,4,72.48,2.2,5.19,11.35,12.59,29.92
Hf2Ce2Au,화합물,3,138.27,3.3,7.24,26.63,13.46,11.98
SnAg2,화합물,2,139.21,1.7,11.19,18.29,1.01,13.57
Te2Sb2,합금,2,31.76,4.2,9.13,47.56,13.11,3.35
PbRbTe2ErHo2,고온,5,123.56,4.6,5.5,7.67,12.1,100.14
Ca3U2Ir3Re2Ge4Hg,고온,6,81.28,1.8,6.04,6.83,6.02,100.34
Tl3Cu2MnSc4,고온,4,108.7,5.6,8.19,1.65,12.93,105.74
Eu4Sr4Na3,화합물,3,13.37,4.3,10.0,25.19,5.67,14.22
Te2Be3IrPr,화합물,4,50.62,3.6,7.16,21.54,10.48,5.87
Ir3W4Pd2CrRb2,고온,5,92.68,5.4,5.23,9.88,8.58,42.93
MgBa3TeIr2,화합물,4,140.99,5.3,13.56,27.97,8.56,13.65
AgZn,화합물,2,158.66,3.3,1.61,49.41,8.24,10.31
TaY4NbPt3N4Pd,고온,6,135.17,2.9,3.76,2.08,2.18,135.02
Rb2Re,화합물,2,104.91,2.8,8.15,14.38,14.88,8.86
Ti3Pr3Ba2,화합물,3,93.63,4.6,12.33,10.69,13.98,3.45
Al2,원소,1,89.84,4.0,13.69,31.2,7.09,1.23
Lu,원소,1,84.45,3.0,21.34,141.59,6.89,10.36
U3,원소,1,28.06,2.0,17.51,132.78,8.08,0.27
Ce4Er2Sc2HfYb2,고온,5,43.95,3.9,4.09,14.38,12.13,124.13
K4Ce3YbCr,화합물,4,13.1,2.0,12.48,39.99,2.82,11.24
EuLa2Zn,화합물,3,74.44,5.9,7.85,38.82,10.51,12.24
Nb2NiPd3ZrIr3,고온,5,60.34,5.0,5.89,4.65,11.65,92.95
Os2FBiNb,화합물,4,12.17,4.8,6.33,42.54,4.66,17.83
Te3Zr3Pd4,화합물,3,31.39,3.6,6.1,34.58,0.35,18.66
NdScRb4P,화합물,4,91.4,1.9,8.09,45.74,7.82,0.0
GdS2PrRh,고온,4,91.91,2.9,5.04,4.11,10.72,144.34
OsIn2Li2,합금,3,98.21,2.3,9.87,70.68,14.12,0.05
U,원소,1,185.97,1.0,7.42,97.36,5.85,0.0
BeH2,합금,2,44.53,2.4,6.08,24.73,13.37,4.43
Mn2Y,합금,2,100.25,2.7,10.08,124.69,6.74,7.34
TiSm,화합물,2,121.73,4.4,11.38,8.42,10.61,21.02
Te2B,화합물,2,21.9,4.7,6.51,18.99,7.47,11.81
FeNiCu3,합금,3,143.44,5.8,14.21,104.23,9.49,4.42
La2CrLu2,화합물,3,26.36,5.7,5.5,4.96,11.81,7.5
SmTb,합금,2,70.61,4.4,9.06,73.95,12.8,17.0
BaSRh3,합금,3,176.07,1.8,13.04,6.3,7.0,3.3
Lu2YbEr3Th2,화합물,4,10.84,4.6,10.12,16.83,1.85,39.06
La3FOs2Fe2TlBa2,고온,6,124.04,5.7,6.87,14.32,10.78,48.81
Au2TlCo3Sm4,고온,4,99.25,4.8,7.72,14.95,4.97,98.42
GdEu,수소화물,2,14.97,4.8,6.73,17.47,3.4,245.83
MnErBi2,화합물,3,148.3,1.8,13.72,31.38,1.1,6.92
Ni2Sb2,화합물,2,67.84,1.9,11.3,42.16,8.0,5.51
BaEu,화합물,2,46.07,3.5,8.67,38.77,10.91,4.7
SrSeCs3W2,화합물,4,128.33,2.8,7.33,20.85,1.0,2.83
Ga4S,합금,2,110.97,4.6,3.14,109.88,7.3,17.03
Au2BeNi3Gd3,화합물,4,58.1,2.0,12.89,45.82,2.42,4.46
Ce4Tb3Mn4Ca,화합물,4,17.45,5.8,3.92,37.33,3.45,14.86
Ba4As2,화합물,2,118.91,4.3,7.42,23.15,13.39,8.5
Rb4Ag2Be,화합물,3,119.75,4.1,4.25,14.63,12.49,4.51
Au2Rb,합금,2,153.32,3.7,12.1,47.03,10.32,4.67
Si2SnCr,화합물,3,94.56,2.5,9.69,27.99,0.73,13.52
Lu4,원소,1,213.06,2.0,15.91,255.54,1.63,1.36
BaH4,수소화물,2,37.4,4.0,3.82,54.25,6.21,252.89
OsZn3C2,합금,3,64.44,5.1,9.12,26.38,8.43,5.08
TbEr,합금,2,143.5,5.0,13.74,89.17,5.35,9.78
LuNdNbCd3Eu4Ca2,고온,6,61.88,4.4,8.98,12.31,3.93,92.46
HoTi4Rh2,화합물,3,14.85,3.4,9.74,25.63,5.67,16.5
Hf4As,합금,2,152.98,3.5,10.36,145.99,9.61,18.95
H3In4Hg2,화합물,3,139.78,4.8,5.15,35.91,11.75,11.15
W2Yb3,합금,2,32.3,3.8,14.34,18.11,14.36,13.99
MnSn2,합금,2,129.62,3.8,7.45,30.97,12.33,10.46
Ti4,원소,1,200.39,2.0,1.04,15.08,3.53,2.07
Na2Tb,화합물,2,59.93,4.6,5.82,38.89,11.61,29.74
U3Sr2Tl2Ni2,고온,4,70.1,5.9,6.13,11.88,5.16,123.19
Hf2PPt3Hg4,화합물,4,151.9,2.5,11.3,10.13,13.86,2.45
AsSe3Nd2,화합물,3,67.0,2.7,12.02,13.52,0.73,17.68
SbSrB,합금,3,66.32,3.6,7.93,65.63,1.93,7.57
Tl2Ni2,화합물,2,46.95,5.5,12.36,44.38,11.99,8.71
Pr4KZn3Ag3Ru2,고온,5,94.04,1.7,3.1,3.67,2.76,84.5
Be2Tm2,합금,2,21.12,3.1,2.35,112.41,7.65,9.82
YEr3Ir2Rb3Be2,고온,5,33.86,2.3,3.93,10.07,1.59,94.79
TiSrN,화합물,3,140.92,5.8,10.94,22.69,9.02,5.91
TaMo4Ni3Re2Yb,고온,5,54.23,6.0,7.87,1.29,6.2,169.09
V2Tl,화합물,2,137.1,4.6,7.56,41.63,10.34,17.35
Co2Li2Dy3,화합물,3,34.03,1.8,12.11,42.92,8.17,9.86
VK4GeNd2,고온,4,59.43,4.8,3.46,11.31,10.19,64.55
Ho3Ga3N2Cs2Mg3Ba3,고온,6,109.3,2.9,4.98,8.64,6.92,41.04
OSi2,합금,2,133.2,5.0,8.26,28.6,6.82,5.31
WEu3Cr,수소화물,3,43.09,3.1,3.63,42.24,13.38,277.22
LiSm,합금,2,91.0,4.1,13.64,117.74,4.15,9.28
Pr2,원소,1,165.92,4.0,7.26,20.91,8.09,4.59
Tm2PtInPr3,화합물,4,30.7,3.6,3.73,17.19,10.1,6.98
CaBa2Zn2,화합물,3,64.54,2.6,5.27,16.33,11.12,3.69
IrV2,수소화물,2,38.0,4.4,6.71,21.73,5.73,203.53
Be2TmCrP2,화합물,4,10.22,6.0,6.43,48.61,2.65,11.37
P,원소,1,109.78,3.0,21.88,59.29,6.31,4.51
ScIr3Au2Cr,화합물,4,152.46,5.4,13.78,18.13,13.56,22.57
Ir2Mn2ScEu,화합물,4,141.61,3.5,9.78,30.1,2.7,5.29
Ru4Zn3Au2,화합물,3,107.05,4.5,10.69,6.73,8.63,8.3
TbCd2Li4,화합물,3,78.55,4.1,13.48,32.05,2.75,6.86
Hg2,원소,1,111.58,4.0,12.87,306.5,5.76,2.89
In2Hf3O3,화합물,3,118.39,5.1,10.26,12.21,3.39,6.54
Tm2DySc,화합물,3,69.46,3.6,12.81,31.3,10.96,25.63
Sc2NdEu,화합물,3,53.35,2.1,2.05,44.45,13.33,0.0
AgPb2Cd,화합물,3,59.57,1.7,12.51,42.07,1.86,4.89
W2Hf3Tb3,합금,3,22.15,4.6,6.74,106.15,9.12,4.23
AuV,합금,2,172.69,5.1,10.76,97.53,8.92,10.18
CuH4,합금,2,74.45,2.9,15.73,74.25,4.66,7.83
Th2Eu,합금,2,169.16,3.4,8.57,85.28,3.81,15.16
GdNb2Pt3Ta3,화합물,4,133.79,3.4,3.83,22.61,6.39,12.79
GeYb,수소화물,2,37.1,2.5,3.04,22.56,2.36,197.28
V2Sr3,화합물,2,149.73,1.8,7.09,43.11,7.65,2.81
Sb3Mg3,화합물,2,139.4,5.8,6.31,29.81,0.91,14.76
Sb4HfCu3,화합물,3,26.98,2.8,2.45,33.34,10.14,1.75
GaTb3Eu4,화합물,3,21.63,4.6,8.66,21.06,6.45,12.05
SrK2HC3,고온,4,132.93,2.2,3.67,1.14,12.12,106.43
IrCa2,수소화물,2,53.45,4.7,6.52,75.84,5.49,177.44
GaRh2U,화합물,3,90.1,5.4,1.66,27.81,13.44,8.8
MnNiBeP2,화합물,4,75.99,3.5,5.05,40.49,9.41,4.7
YSn2GeRh3AlSi2,고온,6,108.18,5.8,6.56,1.72,7.69,148.45
Ta2Lu4,합금,2,67.96,2.6,7.87,58.31,1.79,4.9
V2In3Ru2Yb4Ag,고온,5,117.19,5.9,3.32,13.68,9.61,41.37
Mg2Rh2RuSe2Si2Y3,고온,6,30.46,5.0,8.8,12.26,3.71,123.5
Pr2SmEu3,합금,3,63.78,3.7,5.47,24.27,13.41,12.2
MgSc3Gd2,수소화물,3,32.8,3.3,2.71,17.14,4.53,235.15
Mo2OsBa3,수소화물,3,44.94,3.6,3.15,75.85,7.29,154.48
Zr3LaAl2N2,고온,4,113.15,2.6,5.61,10.97,12.9,120.6
Cu3Rb,화합물,2,111.02,1.6,4.39,27.25,7.95,9.21
RbHo3Fe4,합금,3,158.83,3.5,3.27,40.36,13.16,5.88
Ta2Nd2As2Er2,화합물,4,94.12,4.5,3.96,22.01,5.56,10.67
NaGa2Ce4Ge,화합물,4,81.37,5.3,6.63,45.15,5.9,23.38
OsAlEu,합금,3,149.02,5.2,5.01,30.8,5.57,3.03
NbHf3,화합물,2,42.65,5.5,10.14,37.54,9.98,10.74
TiDyRe4V,화합물,4,37.15,1.5,5.81,37.99,6.7,1.05
Au2,원소,1,132.14,5.0,18.16,87.34,9.5,5.35
Er4Y4Cu,화합물,3,152.73,2.2,2.47,36.41,7.48,16.39
U2,원소,1,107.93,5.0,15.11,118.86,9.39,4.51
As2Er4NdYb2,고온,4,74.39,1.6,4.6,9.08,7.69,64.8
Ta4FTh2C,화합물,4,25.25,2.8,4.44,19.36,8.98,14.88
Cr3,원소,1,47.66,2.0,5.29,334.91,5.25,3.16
Gd3N,수소화물,2,52.18,1.5,3.1,40.45,10.37,152.48
Cs,원소,1,48.35,1.0,5.65,319.36,2.7,0.0
HAu3Bi4Zr2,화합물,4,147.52,4.0,5.11,32.77,5.01,4.35
Nb3Mn2Na4SeCr2,고온,5,30.6,4.0,5.74,4.72,0.96,70.06
CaHoIr2F3Mo2Sc3,고온,6,130.01,4.8,5.05,8.14,6.74,130.11
V,원소,1,133.9,5.0,3.83,250.08,2.28,9.06
Co3SrCsAl3Fe,고온,5,54.01,3.8,7.1,7.25,10.13,49.52
NaRhNdMg3,고온,4,42.45,2.4,4.15,7.5,13.94,61.55
VFeY2,화합물,3,112.38,5.6,6.3,49.44,10.13,9.69
SbIn4La2,화합물,3,152.56,4.2,11.08,47.44,8.19,12.05
Ga4,원소,1,120.68,5.0,12.09,154.84,0.82,6.55
W4O4Dy2Na3,화합물,4,104.09,4.8,9.19,49.37,6.87,11.84
Te2Mg4HoBi,화합물,4,69.25,5.9,4.33,41.54,6.4,23.68
BiZrAu2Fe3Pd,고온,5,87.59,4.9,4.0,1.56,12.38,85.31
La3Pd3Al2U,화합물,4,12.62,3.5,10.27,30.51,6.01,6.41
Ru3Mg2Be,화합물,3,49.18,5.2,12.25,12.56,4.33,13.22
TaGe2,합금,2,153.49,3.3,15.72,19.06,7.77,7.53
Se2Al2,합금,2,35.18,4.6,12.49,34.75,4.02,4.94
Lu2InNa2,합금,3,105.83,2.5,13.59,97.75,4.76,2.31
Sr2,원소,1,40.02,3.0,3.8,156.06,9.92,1.83
CuSm,화합물,2,54.94,3.8,5.11,36.03,10.99,5.01
LuFP2U4Os3,고온,5,89.83,5.4,7.28,10.39,9.17,74.14
Ce3In3Al,화합물,3,54.32,2.1,13.37,22.58,10.97,5.65
Cr2P2,화합물,2,25.12,2.1,2.18,29.15,13.13,7.4
BaCd,화합물,2,54.06,2.2,3.93,44.03,9.76,11.43
Sr3BiNd2,화합물,3,63.67,1.9,5.01,13.1,12.17,4.25
Ni3Ta2Au,화합물,3,145.3,5.9,12.93,34.4,9.36,7.66
Fe3Nd3,화합물,2,23.18,2.1,3.14,2.39,0.37,0.0
LiRb,화합물,2,11.64,3.1,8.49,1.62,7.42,10.54
Ho3TiLu3,합금,3,80.66,4.8,3.08,87.96,13.81,9.5
Ca,원소,1,40.71,4.0,7.44,217.62,3.06,4.07
Ru3SrNiNb3,화합물,4,139.47,2.3,3.03,20.44,3.87,17.13
Lu3Y3Hf2Si2Pd2Se4,고온,6,104.62,2.7,7.26,8.17,10.37,93.99
InPr4Si,화합물,3,55.67,3.0,11.62,4.36,14.74,0.0
Ta2TlY2Hg4Ru,고온,5,72.45,2.1,7.4,9.47,3.98,119.91
YbCa3Be3Os2,화합물,4,80.38,2.1,1.7,17.19,12.2,8.19
U2B4,화합물,2,10.58,5.1,4.9,33.13,11.91,7.96
Fe4SbCu,화합물,3,49.07,2.3,5.78,22.32,7.08,10.64
Ge3B2Ni3Sc,고온,4,74.76,5.2,6.66,11.14,3.17,142.69
Fe4Zn2Ho,합금,3,26.21,2.8,8.82,94.14,13.52,4.49
BHoSi4,화합물,3,155.87,4.7,4.12,37.94,4.08,22.61
Sb2Al2,합금,2,38.63,1.8,2.02,58.61,7.24,0.85
PbBi3Ru2,화합물,3,131.19,5.0,11.48,30.43,12.8,22.29
TeCdCo2Si3Tb2Pb,고온,6,121.85,4.3,6.69,2.87,1.58,51.43
Cr2Mo,화합물,2,74.44,4.8,7.6,21.26,7.86,23.89
Co3SiB,화합물,3,29.49,2.2,2.17,37.81,7.37,7.8
AsSm3InRe3ZnNi3,고온,6,75.69,5.4,6.39,6.59,1.72,98.43
ThNa3Mn4Ir3,화합물,4,133.95,3.0,8.41,28.0,2.93,11.89
Se3IrS4,화합물,3,95.94,1.8,6.66,42.7,10.59,12.2
K2ErNa4ThLiRe3,고온,6,52.24,3.8,6.83,2.65,4.25,45.45
Ru3Re,화합물,2,149.74,1.8,12.01,5.88,4.6,8.81
Sm2MgKMo3,화합물,4,106.22,1.6,12.93,5.77,4.33,11.55
Cs3La2,합금,2,171.07,4.7,15.14,120.13,0.98,4.52
Cu4Fe4,합금,2,82.4,1.6,12.15,137.02,7.21,0.0
Yb2Bi,화합물,2,120.95,3.0,7.7,22.15,1.34,5.57
Si2Tm3Tl2,화합물,3,120.35,4.6,5.02,40.41,1.23,6.43
SmS,수소화물,2,6.98,2.5,5.25,31.5,13.24,291.23
La2Pt,수소화물,2,19.4,6.0,1.4,31.3,9.34,234.67
Cs3Eu3Te3Cd3,고온,4,80.5,2.7,7.38,5.39,10.05,38.37
CoZn2Er3Sc3,화합물,4,147.46,3.5,9.25,37.04,2.92,3.32
Zr3P2,수소화물,2,20.16,4.3,3.62,64.43,11.78,147.4
Ca3Rb3S3,화합물,3,154.27,1.8,8.85,3.39,3.16,6.59
ZrW3,화합물,2,147.07,3.0,12.65,8.49,3.64,3.79
K3HoPr2,화합물,3,135.89,2.8,11.96,6.49,9.09,12.09
Hf4,원소,1,189.71,5.0,6.18,225.85,9.65,1.53
TiV2Mn,합금,3,45.71,5.5,2.7,113.2,13.3,13.24
Pr2Ag4HfHg2,고온,4,51.6,4.1,5.58,8.19,1.83,113.05
NiH2,화합물,2,21.82,5.3,11.88,15.16,13.7,4.78
Se3W2Ga,화합물,3,100.67,2.7,12.92,8.65,2.85,8.09
CeLa2KCr,화합물,4,35.84,3.9,13.02,24.58,11.26,7.43
Li4N2Sc3Tm2Dy2Bi2,고온,6,87.21,4.0,7.58,6.69,4.78,55.33
Bi2SeTe3S3,화합물,4,120.98,4.9,10.1,48.63,9.62,8.2
Zr3Cu4F2Ca,화합물,4,102.16,3.4,8.87,26.4,14.22,11.05
EuSc,합금,2,111.41,3.5,14.86,145.38,9.04,7.04
ReTl3Li2,화합물,3,46.47,2.3,9.2,34.82,10.03,7.58
FeLu,수소화물,2,52.82,2.1,6.8,41.85,4.9,184.79
InW3Dy3Si2,화합물,4,65.14,2.8,4.08,40.7,7.08,22.63
ZrBeCa4,화합물,3,52.18,4.7,11.06,11.74,10.49,27.85
Sb2Ba4AlTl3,화합물,4,72.09,4.5,7.87,39.25,10.47,6.67
ErY4TbTmW2Pt2,고온,6,138.11,5.5,3.84,12.13,11.88,133.66
BeODy2,화합물,3,110.53,5.7,4.02,7.94,14.27,5.45
Zn2HfDy2Re,화합물,4,107.97,2.4,2.37,5.61,3.74,37.52
ThTa2,화합물,2,75.34,4.7,8.85,26.64,6.28,7.81
B3,원소,1,145.96,3.0,11.01,236.8,5.44,3.21
FeDy4PdMn2Y2,고온,5,47.35,3.9,6.5,1.26,7.47,80.31
Be3TbH2Ir3Sb2,고온,5,95.01,5.7,8.13,12.62,7.94,159.47
Y3PMgRhCs2W,고온,6,55.97,4.6,4.19,11.34,0.94,107.65
Ru2CTb2La4Nb3Li3,고온,6,38.64,3.1,3.29,12.98,8.0,55.13
U2TaSr2Sc3V2Ga3,고온,6,78.91,5.0,3.49,2.94,2.03,162.12
Pd2Ce3,화합물,2,127.75,3.9,10.34,6.33,8.52,4.85
Ta3Ge2N3Te3H2,고온,5,102.41,5.3,5.58,8.9,6.16,122.99
TiRh2Hg,화합물,3,131.82,3.0,6.15,46.04,13.44,3.51
Mg3Gd,합금,2,57.73,3.2,10.43,111.88,5.96,0.03
Si3Ir4,화합물,2,85.81,2.4,2.84,36.24,2.96,3.29
RhMgRb3,수소화물,3,40.26,4.2,6.59,42.54,3.39,245.15
Te3VNa2,화합물,3,96.82,5.1,8.72,3.08,7.12,18.36
AlU3Au2N3,고온,4,127.36,4.2,8.43,8.0,2.84,126.13
Cu4Sn,합금,2,123.45,5.8,7.05,64.27,8.73,17.41
SeSr4ErCo2,화합물,4,140.18,2.5,5.36,34.51,8.36,4.33
Se2Hg2Ti,화합물,3,64.66,5.8,9.68,36.53,9.05,18.25
V4,원소,1,229.15,2.0,11.95,320.35,8.64,1.64
Te2Ag,합금,2,61.99,2.9,11.66,62.2,4.58,5.99
GaPd2,합금,2,35.62,4.0,11.01,58.12,1.69,4.38
TeCr2Pd2HoO,고온,5,61.03,2.7,4.76,6.39,3.09,33.16
Ho,원소,1,97.37,3.0,13.15,160.24,7.84,1.92
Ta2Cs2Sn3,화합물,3,34.04,3.2,2.45,38.41,5.85,6.33
W4,원소,1,218.77,5.0,8.63,329.15,6.11,9.45
PdEu,화합물,2,48.24,4.8,7.4,29.59,3.28,3.07
S2P2,화합물,2,39.15,4.7,13.22,35.35,11.7,11.1
CoAs3Au2Pd,화합물,4,78.83,4.6,9.07,27.57,14.58,7.57
WSm4Cd2Ca2,화합물,4,46.86,4.9,6.3,9.4,7.94,8.02
S2FCo,합금,3,67.47,5.7,8.25,120.97,13.36,13.29
VSc2Cd2,화합물,3,36.74,5.7,5.86,34.67,1.37,10.25
B3Eu3PbMg2Nd2,고온,5,105.99,4.3,6.51,8.63,1.52,70.92
Ta2O3,합금,2,71.77,2.5,5.9,99.51,13.03,8.34
Pb3Pd3Sm3,화합물,3,32.48,2.9,4.33,22.42,4.65,12.9
Ir2Ga2,합금,2,56.99,5.0,6.05,24.13,2.14,4.49
Tb2SiAl,합금,3,98.94,5.7,15.63,76.1,6.56,6.81
CTbIr3Pr2Ag2Hg2,고온,6,102.84,4.1,3.42,10.51,12.2,42.56
SeS2,화합물,2,72.94,3.9,8.44,20.0,7.04,13.96
Gd4Te4Sb3,합금,3,32.89,4.1,13.27,142.0,5.96,6.72
Bi2B4Dy2,화합물,3,134.47,3.0,10.98,19.77,3.74,13.4
Co2B,수소화물,2,43.79,2.9,2.87,64.27,7.63,263.79
BeHo2Cr3W2Cu,고온,5,54.03,3.0,3.96,8.86,9.99,143.87
Pr4CrGaSb2Tl2,고온,5,35.19,2.0,7.4,12.34,3.45,167.48
Li3U4,화합물,2,126.17,2.9,3.07,11.34,6.15,31.76
SnPrSc,화합물,3,73.75,3.9,6.27,2.31,0.51,6.36
PrNb3,화합물,2,123.83,3.4,10.62,35.79,3.09,21.12
Rb4,원소,1,208.22,2.0,5.53,294.91,5.65,3.01
LaNd3Li3Sc3,화합물,4,84.97,3.1,9.43,37.11,4.12,2.98
Ta2SiLu,화합물,3,122.45,5.4,9.9,31.38,8.27,10.75
Sm2B3Si3As4,화합물,4,49.86,3.4,2.3,23.89,0.87,6.85
Mg4Zr2Be4Sn2,고온,4,37.67,3.2,4.65,2.66,1.28,42.7
Sb3Pd3,합금,2,139.87,2.7,11.89,88.54,8.08,0.0
CsPd2Y,화합물,3,14.72,2.0,6.82,33.2,13.43,5.67
FNdGa2,합금,3,89.96,3.1,9.74,50.12,9.61,0.0
Fe3Hf3Pd4,화합물,3,61.06,5.4,6.13,0.73,7.73,7.97
Mn2,원소,1,29.66,2.0,15.71,20.78,7.22,0.33
Rb3AlZn,합금,3,130.97,1.7,9.63,29.56,5.54,0.0
Yb3V4Rh,화합물,3,90.31,3.5,9.49,22.41,4.75,1.16
CrTm2Cu2Eu,화합물,4,22.71,3.8,8.86,48.66,11.2,12.23
Os2Yb4,화합물,2,116.65,1.5,7.53,10.28,4.74,0.0
Bi3C,합금,2,30.48,2.3,7.19,114.58,13.62,3.94
Ni2Pt4TbNa2,화합물,4,26.54,5.5,11.08,33.76,14.9,7.32
Si2Ca2,화합물,2,61.6,2.9,3.54,27.03,14.61,10.17
Sb2Nd2Rb3,화합물,3,123.36,2.5,4.12,25.89,4.28,14.81
NY3Ag3Lu3U2Mo3,고온,6,111.36,3.0,4.89,14.82,12.66,118.43
PLa2Fe2,화합물,3,147.93,2.7,13.82,1.42,12.15,18.15
CrAu2C4U,화합물,4,73.72,2.9,2.77,8.02,14.33,6.04
Hf3RhMnHo2Cr3F2,고온,6,31.44,4.0,3.28,9.34,0.19,73.74
InTh3Yb4HoCr2,고온,5,76.92,3.6,7.63,5.2,14.86,153.52
TePd,수소화물,2,12.47,3.6,7.15,35.55,7.83,260.3
Sn2SeGe3Si,화합물,4,72.46,1.6,5.52,47.4,0.53,0.24
Sn3Cr2,화합물,2,41.72,4.0,1.8,4.14,1.31,12.37
Si3Sn2S2K2,화합물,4,146.53,3.7,4.18,43.31,4.98,0.0
Ru2SbP2,화합물,3,143.51,4.8,8.82,34.44,2.55,7.3
AsCe,수소화물,2,53.07,4.8,4.27,18.64,9.12,114.38
AuB2,화합물,2,154.64,5.5,6.76,35.87,11.74,10.71
Cd4GaTaF,고온,4,54.05,2.6,4.23,6.23,11.01,60.29
SbOs4,화합물,2,10.6,2.9,8.61,42.76,13.81,24.34
